u,std
41.29073905,0.980235631
10.15279844,0.247703999
29.57855449,0.424571625
20.72603381,0.278230399
49.42958847,0.746742436
9.541259675,0.232397511
35.16356256,0.929664232
19.14088584,0.438805254
23.83381664,0.59004792
8.316386448,0.154823612
7.244442214,0.153179137
27.59050907,0.330713563
21.50745168,0.341478786
24.86396383,0.337042031
17.35793237,0.196038792
29.67819428,0.563966725
40.11836351,0.695896911
50.74007988,1.632182652
29.70851361,0.492408952
9.858792273,0.223761101
20.31270745,0.287711176
14.94273982,0.358233939
26.02149606,0.252552934
9.838513315,0.193323965
27.13771822,0.339664644
23.27870034,0.304990382
11.84175909,0.189913142
24.71727381,0.227479959
26.57775435,0.346364106
22.42634222,0.281715756
16.27113694,0.234488281
19.13955876,0.342055235
30.31612628,0.477645685
12.37504883,0.247475631
17.86946119,0.387057547
22.88423136,0.470618538
14.54041469,0.241859598
31.44763413,0.387907944
10.16257367,0.150922569
41.18289921,0.497137554
9.296186057,0.153752812
23.59402377,0.265598323
26.61680011,0.364110889
27.40791706,0.510274651
48.73368508,0.721286542
14.07466679,0.313849653
23.23404306,0.398113032
20.22850954,0.335187922
13.57247084,0.207313373
14.0068808,0.266015467
21.34080298,0.257943282
37.67054663,0.265558195
20.50707383,0.268432906
18.61887298,0.291952552
2.993539931,0.092852392
23.45691995,0.252121834
71.68621173,1.145168385
23.90345345,0.304692292
31.74757605,0.522009552
29.34585249,0.319995221
11.84653184,0.178454262
12.80018762,0.240187848
16.5387302,0.207447046
11.8305439,0.212044601
41.21474514,0.326374737
6.77877963,0.123206988
24.97353505,0.283879203
26.43190048,0.280677583
16.04791351,0.200470312
27.43021617,0.551039071
37.89870952,0.407893646
24.26055161,0.41758338
11.15665741,0.199337727
22.09888607,0.30101054
32.23368955,0.319807842
31.4337766,0.322343149
31.15754881,0.330511377
41.59058515,0.498923549
25.8150639,0.250348226
16.32686503,0.193938019
10.4644281,0.156897107
18.0549725,0.260429968
44.0227265,0.462608662
26.19211548,0.290809398
29.27217538,0.356890476
0.61110166,0.078728305
20.10717577,0.353117104
46.6523793,0.462516867
11.39449839,0.243699812
12.56643945,0.203145364
14.32948019,0.258283443
50.63262332,0.521801984
23.00134894,0.321293359
7.538909121,0.158374385
18.41202866,0.226358816
3.887141169,0.116628674
18.30407855,0.288007575
20.61932677,0.382000789
27.95878698,0.351459476
16.34260357,0.273108336
28.52837381,0.3133976
32.54590202,0.421378602
32.20828474,0.423329949
12.4859865,0.230478749
11.65361199,0.261649663
21.77151656,0.426162211
10.47060801,0.302020788
12.88778002,0.22678423
15.85694949,0.387320987
26.17315573,0.355661419
19.92784698,0.328901501
20.31911051,0.35164224
26.19685149,0.544343827
42.49947076,0.992036864
23.86087407,0.3967073
11.08926784,0.25021418
38.86224422,0.698953779
16.95260524,0.277087798
30.87516999,0.431910806
28.09476718,0.516917536
31.03942312,0.484698491
23.49447192,0.330770221
10.60128252,0.268957924
24.8204446,0.372485431
40.02751052,0.403935409
10.52591211,0.232165301
23.82248463,0.267747046
24.49648663,0.427190471
36.59433369,1.053999078
24.41746709,0.36272788
18.51894703,0.352077469
2.205228083,0.100758814
10.48682304,0.193791933
12.44580006,0.221008871
34.6454443,0.360716279
5.932882314,0.163296595
23.88423248,0.246406851
2.807762149,0.091671059
21.34378267,0.35905949
19.42007757,0.356809802
26.41852732,0.59781343
16.92954217,0.388745917
22.09034867,0.547949511
11.77803178,0.310599691
11.90850021,0.393367735
29.58413452,0.6885566
21.69185513,0.41833843
10.40866852,0.238672996
25.48831789,0.519549359
13.69184484,0.256438548
10.19883269,0.249465461
16.6630896,0.603912356
11.19472131,0.289781122
29.86676011,0.750809921
8.446764305,0.242772821
26.64507435,0.625861445
28.09870903,0.439792686
49.83599459,1.147866495
21.01586448,0.454490226
13.56061115,0.541187052
19.71791402,0.397615735
29.88691436,0.684065701
15.01513186,0.386007202
31.02951007,0.467299974
45.11338896,0.970438175
20.29140201,0.462961819
48.07411161,0.856862565
23.98763036,0.334946862
29.10236323,0.259077219
24.6931055,0.322850729
20.91848899,0.252219315
25.22726421,0.447457471
5.14165247,0.115303587
24.4299214,0.354191679
8.162009613,0.149272111
26.71588597,0.430141289
21.6171686,0.334417168
27.87704239,0.520217566
11.7815234,0.291383232
33.89439695,0.382875942
20.77766515,0.276246506
30.11640171,0.284917885
8.366039639,0.169134435
5.603962574,0.114148177
18.17862177,0.316448868
24.18812807,0.492322115
15.64811127,0.295578289
23.9916851,0.633722955
26.67771311,0.410994615
10.75949358,0.218527063
33.89085677,0.567427024
18.93277088,0.410789939
17.33993609,0.359114872
17.3129023,0.253806914
17.6056444,0.194100592
12.64840981,0.233042748
21.34964492,0.182569953
25.10911489,0.277368396
13.97913424,0.232031006
41.63437085,0.716134384
39.0544605,0.359729725
11.0607232,0.16302451
19.52843459,0.242145503
15.88818374,0.251371441
15.72677772,0.216508996
10.20533813,0.13647221
18.59055411,0.288443656
12.5470754,0.239517529
28.01892946,0.412672321
34.18700254,0.548899914
33.80846242,0.513781472
16.21833079,0.458066061
15.03334604,0.287536264
20.14653131,0.204508403
33.03383484,0.28034991
9.252144397,0.131037017
15.90237468,0.23665891
31.45635661,0.300898176
24.90962003,0.267392152
10.34375065,0.198207677
18.1059449,0.191229038
20.36636288,0.478023326
5.367887095,0.173032467
29.03209898,0.515904092
30.74391135,0.52572129
49.2743676,0.657051396
13.17160011,0.277995479
24.0743354,0.395341771
20.97942562,0.250885108
20.86794451,0.346705429
21.31091288,0.326076245
4.498087938,0.102255866
10.57089099,0.206300786
12.31428152,0.222839365
21.86174998,0.318584815
20.42325134,0.284861782
16.95656809,0.223160172
21.56450815,0.361239495
45.02330387,0.765041742
17.51778948,0.325920311
21.81856416,0.206633042
15.90086777,0.234451461
19.90453451,0.29024586
9.648184614,0.168407073
10.00240153,0.153545473
28.06315489,0.231520632
22.08927887,0.342122597
36.1787496,0.358744477
18.24723209,0.266813033
28.92590649,0.284388895
16.89795089,0.305609801
15.03036766,0.312061909
14.04383421,0.203232095
7.64782402,0.123371048
23.38188032,0.326577147
11.11393233,0.135487082
18.41906703,0.293016623
11.84417172,0.256401769
16.51176072,0.229784242
22.28079551,0.236220506
20.74101627,0.245915632
30.832143,0.346063426
10.83557675,0.198960197
26.26250181,0.31756107
39.35923818,0.388391361
18.50765965,0.257151977
14.18415006,0.211840907
6.435651887,0.146269156
12.88549734,0.226045872
16.7304306,0.234402203
26.90205885,0.347788737
20.48200243,0.427225389
63.0973162,1.404429379
37.92967467,0.455348287
4.658186565,0.104455594
36.59303943,0.359291418
8.58034894,0.127673241
6.906719917,0.149160666
10.70249748,0.254322493
36.62096714,0.619894797
29.44344982,0.522811881
16.77408504,0.425693173
24.20130303,0.504582084
21.10414732,0.392904483
20.53104656,0.316594545
8.95841388,0.129448471
37.02522185,0.503714798
20.95187858,0.2590682
16.69186527,0.506936096
24.41384551,0.332851366
31.81882215,0.478391735
37.52887089,0.551147493
19.8533836,0.338621052
13.27992826,0.199163782
23.14365343,0.257215291
20.22496673,0.30802054
34.61100984,0.605745354
26.27649979,0.34514645
21.86362968,0.386095095
31.0198228,0.344447405
7.456111798,0.168452136
14.19862715,0.396957858
17.55379385,0.285635288
9.075902936,0.122601255
20.59202651,0.318202623
50.79381406,0.473739036
